article_id,titre,annee,x,y,cluster,cluster_label,chercheurs,laboratoire
art_01394,"Synthesis, characterization and machine learning prediction of novel quinolone derivatives",2025,2.0001156,1.3166732,4,"C4 · properties, synthesis, numerical",Siham Slassi,Laboratoire d’Ingénierie et de Matériaux
art_01395,"Synthesis, Characterization, and Swelling Properties of a New Highly Absorbent Hydrogel Based on Carboxymethyl Guar Gum Reinforced with Bentonite and Silica Particles for Disposable Hygiene Products",2022,2.1644502,-1.1383715,1,"C1 · properties, water, mg",Fouad Damiri; Mohammed Berrada,Laboratoire Biologie et Santé
art_01396,"Synthesis, characterization and thermal behaviour of a Phosphocalcic Oxygenated Apatite",2007,3.287248,-1.6181692,2,"C2 · model, control, data",Soumia Belouafa,Laboratoire Biologie et Santé
art_01397,"Synthesis, Characterization, DFT Mechanistic Study, Antimicrobial Activity, Molecular Modeling, and ADMET Properties of Novel Pyrazole-isoxazoline Hybrids",2022,2.3287323,0.91132754,7,"C7 · phosphate, properties, po4",Samir Chtita,Laboratoire de Chimie Analytique et Moléculaire
art_01398,"Synthesis, Crystal Structure, and Computational Techniques (DFT, HSA, ELF) Studies of a New 2-Ethylanilinium Phosphite [CH3CH2C6H4NH3]PO3",2025,3.2135115,0.11491003,7,"C7 · phosphate, properties, po4",Soufiane Zerraf,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01399,"Synthesis, crystal structure, DFT calculations, Hirshfeld surfaces, and antibacterial activities of schiff base based on imidazole",2019,2.0972416,1.6231687,1,"C1 · properties, water, mg",Siham Slassi,Laboratoire d’Ingénierie et de Matériaux
art_01400,"Synthesis, crystal structure, electrical and magnetic properties of a novel phosphate: Ag4CoFe2(PO4)4",2023,3.214809,0.102128476,7,"C7 · phosphate, properties, po4",Fouad Alloun,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01401,"Synthesis, crystal structure, IR spectroscopy, and DFT computation of the new variety of 2-carboxyanilinium dihydrogen phosphate (C7H8NO2+. H2PO4−)",2021,2.876187,0.24942458,4,"C4 · properties, synthesis, numerical",Soufiane Zerraf,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01402,"Synthesis, crystal structure, photoisomerization, and DFT studies of novel azo compounds based on imidazole",2023,4.1741605,-3.2380192,5,"C5 · molecular, corrosion, experimental",Siham Slassi,Laboratoire d’Ingénierie et de Matériaux
art_01403,"Synthesis, molecular geometry, Hirshfeld surface analysis, spectroscopic (NMR, UV–visible), DFT and TD-DFT calculations of an azoimidazole-based Schiff base",2022,2.3570595,0.9685871,4,"C4 · properties, synthesis, numerical",Siham Slassi,Laboratoire d’Ingénierie et de Matériaux
art_01404,Synthesis of novel spiro-pyrazole and spiro-isoxazoline derivatives of 9α- and 9β-hydroxyparthenolide,2020,4.0606394,-1.8046025,5,"C5 · molecular, corrosion, experimental",Mohamed Moumou,Laboratoire de Chimie Analytique et Moléculaire
art_01405,"Synthesis, spectroscopic (13C/1H-NMR, FT-IR) investigations, quantum chemical modelling (FMO, MEP, NBO analysis), and antioxidant activity of the bis-benzimidazole molecule",2022,2.3693259,0.87177896,4,"C4 · properties, synthesis, numerical",Mohammed Berrada,Laboratoire Biologie et Santé
art_01406,"Synthesis, spectroscopic characterization (FT-IR, NMR) and DFT computational studies of new isoxazoline derived from acridone",2021,4.1067896,-3.034298,5,"C5 · molecular, corrosion, experimental",Siham Slassi,Laboratoire d’Ingénierie et de Matériaux
art_01407,"Synthesis, spectroscopic characterization (FT-IR, NMR, UV-Vis), DFT study, antibacterial and antioxidant in vitro investigations of 4,6-bis((E)-1-((3-(1H-imidazol-1-yl)propyl)imino)ethyl)benzene-1,3-diol",2022,2.207586,0.8727504,7,"C7 · phosphate, properties, po4",Siham Slassi,Laboratoire d’Ingénierie et de Matériaux
art_01408,"Synthesis, structural and magnetic investigation of the mixed-metal Langbeinite phosphate Ba2FeCo(PO4)3",2025,3.2996347,0.015503332,7,"C7 · phosphate, properties, po4",Fouad Alloun,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01409,"Synthesis, structural characterization and magnetic behavior of a novel phosphate: K4(Co0.25Fe0.75)4(PO4)5",2023,3.2281256,0.13731948,7,"C7 · phosphate, properties, po4",Fouad Alloun,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01410,"Synthesis, XRD structure, spectroscopy, hirshfeld surface analysis, and computational and in silico ADME studies of 13-(piperidinyl)parthenolid-9-one",2024,1.9965826,0.7792044,7,"C7 · phosphate, properties, po4",Mohamed Moumou,Laboratoire de Chimie Analytique et Moléculaire
art_01411,Systematic Literature Review of Social Media Bots Detection Systems,2023,-1.2779623,-2.623955,3,"C3 · learning, data, detection",Faouzia Benabbou,Laboratoire d’Intelligence Artificielle et Systèmes
art_01412,Systematic Review of Prostate Cancer Diagnostic Techniques and the Role of Urinary Biomarkers and Artificial Intelligence in Enhancing Diagnostic Precision and Efficiency,2025,-0.3753469,-0.04026211,7,"C7 · phosphate, properties, po4",Abdelmjid Abourriche,Laboratoire Biologie et Santé
art_01413,Technological Implication and Pedagogical Effects of Reading Difficulties on the Linguistic Achievements of the Moroccan Child for Some Primary Schools,2019,-0.99891835,-1.9342896,2,"C2 · model, control, data",Soufiane Zerraf,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01414,Technological Innovation in Teaching and Research in Chemical Science: Development of a Computer Application for the Simulation of the Practical Works of Crystallography,2019,-2.4614503,-1.5872924,3,"C3 · learning, data, detection",Soufiane Zerraf,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01415,Technologies of Information and Modeling,2026,-1.0845479,0.5509895,7,"C7 · phosphate, properties, po4",Omar Zahour,Technologie de l'Information et Modélisation
art_01416,Temperature control in an ultrasonic bath: a statistical experimental approach,2026,0.9518617,-3.4068189,2,"C2 · model, control, data",Soumia Belouafa,Laboratoire Biologie et Santé
art_01417,Temporal changes in Ce-anomalies in biogenic apatite from the Upper Cretaceous-Lower Eocene phosphate beds of Morocco. Is there a link to global paleoceanography?,2012,-0.19015549,2.1581774,0,"C0 · morocco, atlas, basin",Mustapha Mouflih,"Géosciences, Géomatique et Environnement"
art_01418,The abundance and diversity of penetrative tracks: a critical re-evaluation of theropod ichnotaxa,2026,0.22478689,1.3624982,2,"C2 · model, control, data",Mostafa Oukassou,"Géosciences, Géomatique et Environnement"
art_01419,"The anti-SARS-CoV-2 activity of novel 9, 10-dihydrophenanthrene derivatives: an insight into molecular docking, ADMET analysis, and molecular dynamics simulation",2023,1.5453373,0.71435016,5,"C5 · molecular, corrosion, experimental",Samir Chtita,Laboratoire de Chimie Analytique et Moléculaire
art_01420,The Antioxidant and Antidepressant Properties of Dietary Proteins Derived from Egg and Bean Extracts and Their Acute Toxicity: A Journey from Nutrition to Pharmacognosy,2023,-0.84831524,-1.441916,2,"C2 · model, control, data",Driss Radallah,Laboratoire Biologie et Santé
art_01421,"The Archean kalsilite-nepheline syenites of the Awsard intrusive massif (Reguibat Shield, West African Craton, Morocco) and its relationship to the alkaline magmatism of Africa",2016,-0.080418326,4.584423,7,"C7 · phosphate, properties, po4",Faouziya Haissen,"Géosciences, Géomatique et Environnement"
art_01422,"The Archean to Late-Paleozoic architecture of the Oulad Dlim Massif, the main Gondwanan indenter during the collision with Laurentia",2020,-1.0187138,2.6013045,0,"C0 · morocco, atlas, basin",Faouziya Haissen,"Géosciences, Géomatique et Environnement"
art_01423,"The association between nutritional knowledge and eating habits among a representative adult population in Casablanca City, Morocco",2022,-0.0006989468,4.88088,6,"C6 · morocco, maroc, rabat",Anass Kettani; Halima Lebrazi; Karima Mohtadi,Laboratoire Biologie et Santé
art_01424,The Benefits of Combining Digitalization with Quality Tools: Application in the Field of Wiring Systems Manufacturing for the Automotive Industry,2022,2.0162704,-1.8570982,4,"C4 · properties, synthesis, numerical",Samia Yousfi,Laboratoire de Chimie Analytique et Moléculaire
art_01425,The ϵ-capacity of a gain matrix and tolerable disturbances: Discrete-time perturbed linear systems,2015,0.45991084,-4.6547747,2,"C2 · model, control, data",Omar Zakary,"Laboratoire d'Analyse, Modélisation et Simulation"
art_01426,"The Cardiorespiratory Endurance (VO2max), Body Composition and Macronutrient's Intake in the Pre-competitive Period: A Correlation Study among Moroccan Professional Soccer Players",2024,-1.315706,-1.2110254,2,"C2 · model, control, data",Halima Lebrazi; Karima Mohtadi,Laboratoire Biologie et Santé
art_01427,"The chromitites of the Neoproterozoic Bou Azzer ophiolite (central Anti-Atlas, Morocco) revisited",2021,-0.8796995,1.3269686,7,"C7 · phosphate, properties, po4",Faouziya Haissen,"Géosciences, Géomatique et Environnement"
art_01428,The current state and future prospects of green energy generation from green hydrogen,2026,0.95962805,-1.3073834,3,"C3 · learning, data, detection",Youssef Naimi,Laboratoire de Traitement de l'Information
art_01429,The development of a standard qualification protocol for all climatic and thermostatic chambers according to the requirements of the Good Manufacturing Practices (GMP) and the standards of characterization: NF X 15-140 and NF EN 60068-3.,2019,-0.941643,0.8360849,7,"C7 · phosphate, properties, po4",Samia Yousfi,Laboratoire de Chimie Analytique et Moléculaire
art_01430,"The Diagenetic Nodules Significance in the Cretaceous Carbonate of the Akrabou Formation from Errachidia Region, Southern Morocco",2022,-0.11340508,4.753043,6,"C6 · morocco, maroc, rabat",Rachid Essamoud,"Géosciences, Géomatique et Environnement"
art_01431,"The distribution of dinoflagellate cyst assemblages in recent sediments of the Oualidia Lagoon, Morocco, with a focus on toxic species",2021,0.18630216,-1.335313,1,"C1 · properties, water, mg",Soufiane Maimouni,"Géosciences, Géomatique et Environnement"
art_01432,"The effect of alkali treatment on mechanical, morphological and thermal properties of date palm fibers (DPFs): Study of the interface of DPF–Polyurethane composite",2017,3.866635,-1.7213763,2,"C2 · model, control, data",Omar Tanane,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01433,"The Eocene Bryozoans of Bekrit-Timahdite Formation, Middle-Atlas, Morocco: Taxonomy, Paleoenvironments and Paleoclimates Implications",2021,-0.2839748,2.1182916,0,"C0 · morocco, atlas, basin",Mustapha Mouflih,"Géosciences, Géomatique et Environnement"
art_01434,The EPIYA-ABCC motif of Helicobacter pylori cagA gene and gastric carcinogenesis in Casablanca population,2022,-0.34841165,-0.94446653,1,"C1 · properties, water, mg",Anass Kettani; Halima Lebrazi,Laboratoire Biologie et Santé
art_01435,The Hopf Bifurcation Analysis and Optimal Control of a Delayed SIR Epidemic Model,2014,0.54545635,-4.1113567,2,"C2 · model, control, data",Hassan Laarabi,"Laboratoire d'Analyse, Modélisation et Simulation"
art_01436,The Hopf bifurcation and stability of delayed predator–prey system,2018,0.57707894,-4.0522423,4,"C4 · properties, synthesis, numerical",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_01437,The Impact of AI-Assisted Mind Map-Based Learning Assessment on Motivation,2025,-2.4021087,-1.4840978,3,"C3 · learning, data, detection",Mounir Sadiq,Technologie de l'Information et Modélisation
art_01438,"The impact of blockchain on the banking sector: A systematic review of applications, challenges, and future directions",2025,-1.5213866,-2.4026463,3,"C3 · learning, data, detection",Tarik Chafiq,Laboratoire de Traitement de l'Information
art_01439,The impact of numerical simulation on concepts related to electrochemistry and on situational interest among high school students in their final year,2025,-2.8278584,-1.2596502,5,"C5 · molecular, corrosion, experimental",Mounir Sadiq,Technologie de l'Information et Modélisation
art_01440,THE IMPACT OF OPERATING TEMPERATURE ON ENERGY EFFICIENCY IN BRACKISH AND SEAWATER TREATMENT: WATER PRODUCTION AND ENVIRONMENTAL PROTECTION,2024,2.3718138,-1.9635966,1,"C1 · properties, water, mg",Rhma Adhiri,Laboratoire d’Ingénierie et de Matériaux
art_01441,The Impact of Price on the Profits of Fishermen Exploiting Tritrophic Prey-Predator Fish Populations,2018,0.9759069,-2.4188635,2,"C2 · model, control, data",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_01442,The Impact of Staying at Home on Controlling the Spread of COVID -19: Strategy of Control,2020,0.5224514,-4.033126,2,"C2 · model, control, data",Omar Zakary,"Laboratoire d'Analyse, Modélisation et Simulation"
art_01443,The impact of the dust characteristic on the plasma sheath,2015,2.6016402,-2.6419075,2,"C2 · model, control, data",Rachida Moultif,Laboratoire de Physique de la Matière Condensée
art_01444,The influence of solution temperature of SnS thin films grown by successive ionic layer adsorption and reaction (SILAR) method,2019,3.6785803,-0.76203036,2,"C2 · model, control, data",Othmane Daoudi,Laboratoire de Physique de la Matière Condensée
art_01445,The influence of thermal conductivity on the thermal state of Central and Eastern geological units of the Rif belt (Morocco),2023,-0.9135208,3.171952,0,"C0 · morocco, atlas, basin",Faouziya Haissen,"Géosciences, Géomatique et Environnement"
art_01446,"The inhibition of mild steel corrosion in acidic medium by 2,2′-bis(benzimidazole)",2005,2.3686807,0.81240237,4,"C4 · properties, synthesis, numerical",Mohammed Berrada,Laboratoire Biologie et Santé
art_01447,The integrity of the schematic heterogeneity of Moroccan geological databases,2017,-1.5539993,-2.708341,2,"C2 · model, control, data",Tarik Chafiq,Laboratoire de Traitement de l'Information
art_01448,The internet of things for smart ports,2022,0.23517786,-1.94658,2,"C2 · model, control, data",Rachida Aitabdelouahid,Laboratoire d’Intelligence Artificielle et Systèmes
art_01449,"The Late Triassic archosaur ichnogenus Brachychirotherium: first complete step cycles from Morocco, North Africa, with implications for trackmaker identification and ichnotaxonomy",2019,-0.055006534,2.0116627,0,"C0 · morocco, atlas, basin",Mostafa Oukassou,"Géosciences, Géomatique et Environnement"
art_01450,The Mesozoic Margin of the Maghrebian Tethys in the Rif Belt (Morocco): Evidence for Polyphase Rifting and Related Magmatic Activity,2019,-0.6186499,2.460438,0,"C0 · morocco, atlas, basin",Faouziya Haissen,"Géosciences, Géomatique et Environnement"
art_01451,The method of decomposition domain: application for racking problem,2016,1.5460564,-4.3198752,2,"C2 · model, control, data",Khalid Adnaoui,"Laboratoire d'Analyse, Modélisation et Simulation"
art_01452,The Method of Decomposition Domain for the Digital Modelling of a Jet,2014,1.6166346,-3.881959,2,"C2 · model, control, data",Khalid Adnaoui,"Laboratoire d'Analyse, Modélisation et Simulation"
art_01453,The outcomes of Zn doping on the properties of CuO thin films prepared via modified SILAR method and its impact on the performance of CuO-based solar cells using Cd0.4Zn0.6S-ETL and Spiro-OMeTAD-HTL,2024,3.6436098,-0.7116447,4,"C4 · properties, synthesis, numerical",Mohamed Idiri; Othmane Daoudi,Laboratoire de Physique de la Matière Condensée
art_01454,The potential and challenges of Big data - Recommendation systems next level application,2015,-1.2012671,-2.6408415,3,"C3 · learning, data, detection",Abderrahmane Daif,Technologie de l'Information et Modélisation
art_01455,The review of heterogeneous design frameworks/Platforms for digital systems embedded in FPGAs and SoCs,2021,-2.1375554,-5.756644,2,"C2 · model, control, data",Abdelhakim Alali,Laboratoire de Traitement de l'Information
art_01456,THE ROLE OF TECHNOLOGY TO SOLVE LANGUAGE LEARNING PROBLEMS: A PRACTICAL CASE OF COMMON CORE SCIENTIFIC STUDENTS,2019,-2.6510348,-1.9049674,2,"C2 · model, control, data",Mohammed Aitdaoud,Laboratoire d’Intelligence Artificielle et Systèmes
art_01457,The shortest path problem in interval valued trapezoidal and triangular neutrosophic environment,2019,-0.8870443,-5.1360188,3,"C3 · learning, data, detection",Mohamed Talea,Laboratoire de Traitement de l'Information
art_01458,The structure of the Central-Eastern External Rif (Morocco); Poly-phased deformation and role of the under-thrusting of the North-West African paleo-margin,2020,-0.4878466,2.8981209,0,"C0 · morocco, atlas, basin",Faouziya Haissen,"Géosciences, Géomatique et Environnement"
art_01459,The thermodynamic study of the system LiCl–KCl–H2O at the temperature 298.15 K,2003,6.5935655,0.7743659,4,"C4 · properties, synthesis, numerical",Asmaa Benbiyi,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01460,The Tichoukt Massif: a Geotouristic Play in the Folded Middle Atlas (Morocco),2018,-0.90125346,3.4469712,0,"C0 · morocco, atlas, basin",Mostafa Oukassou,"Géosciences, Géomatique et Environnement"
art_01461,"The Tide Effects on Bioeconomic Model of Sardina pilchardus, Engraulis encrasicolus and Xiphias gladius in Atlantic Moroccan Zone",2021,0.90531933,-2.5515924,2,"C2 · model, control, data",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_01462,"The two-step scenario of the Messinian Crisis (Clauzon et al. , 1996): a specification supported by new data",2025,-0.2766019,2.2463608,0,"C0 · morocco, atlas, basin",Nadia Barhoun,"Géosciences, Géomatique et Environnement"
art_01463,"The Upper Cretaceous-Paleogene of Phosphate Clays of the Ouled Bou Sbaa Deposit: Mineralogy, Geochemistry, and Beneficiation (Meskala, Morocco)",2022,3.3592312,-2.5316775,2,"C2 · model, control, data",Mustapha Mouflih,"Géosciences, Géomatique et Environnement"
art_01464,The Use of Concept Maps to Evaluate Learning Strategies for Nursing Students,2019,-2.3987586,-1.5901629,3,"C3 · learning, data, detection",Soufiane Zerraf,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01465,The use of spectral and geomorphometric data for water erosion mapping in El Ksiba region in the central High Atlas Mountains of Morocco,2014,-0.011976819,4.8706503,6,"C6 · morocco, maroc, rabat",Soufiane Maimouni,"Géosciences, Géomatique et Environnement"
art_01466,Theoretical and experimental studies of tin electrodeposition,2020,4.083804,-3.0205262,5,"C5 · molecular, corrosion, experimental",Aziz Boutouil; Said Bakkali,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01467,"Theoretical Investigation of Geranium Essential Oil Compounds as Green Corrosion Inhibitors for Copper: Insights From DFT, Monte Carlo, and Molecular Dynamics Simulations",2025,3.6278539,-2.7889433,5,"C5 · molecular, corrosion, experimental",Youssef Naimi,Laboratoire de Traitement de l'Information
art_01468,Theoretical Investigations and Physicochemical Attributes of l-Arginine Phosphate Monohydrate (LAPM),2025,2.9151866,0.0709788,4,"C4 · properties, synthesis, numerical",Soufiane Zerraf,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01469,"Theoretical study of photovoltaic performances of Ru, Rh and Ir half sandwich complexes containing N,N chelating ligands in Dye-Sensitized Solar Cells (DSSCs). DFT and TD-DFT investigation",2022,4.2118115,-3.2267618,5,"C5 · molecular, corrosion, experimental",Samir Chtita,Laboratoire de Chimie Analytique et Moléculaire
art_01470,Therapeutic potential of dopamine agonists in the treatment of type 2 diabetes mellitus,2022,1.2655004,0.07871789,4,"C4 · properties, synthesis, numerical",Fouad Damiri,Laboratoire Biologie et Santé
art_01471,Thermal Transformation of Kaolinite Clays: Analyzing Dehydroxylation and Amorphization for Improved Pozzolanic Performance,2024,3.328032,-1.5698117,2,"C2 · model, control, data",Youssef Naimi,Laboratoire de Traitement de l'Information
art_01472,Thermo-optical properties of gold nanoparticles embedded in the oxygenated and deoxygenated human blood,2023,1.8321525,-0.18543644,7,"C7 · phosphate, properties, po4",Abdelilah Akouibaa,Laboratoire d’Ingénierie et de Matériaux
art_01473,Thermo-physical characterizations and simulation study of an energy-efficient building material: Clay stabilized by wood ashes or crushed waste from traditional pottery,2024,2.7296002,-0.59023446,7,"C7 · phosphate, properties, po4",Youssef Naimi,Laboratoire de Traitement de l'Information
art_01474,"Thermodynamic properties of binary aqueous solutions of orthophosphate salts, sodium, potassium and ammonium at T=298.15K",2014,6.579136,0.7603338,4,"C4 · properties, synthesis, numerical",Asmaa Benbiyi,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01475,Thermodynamic properties of multicomponent NaCl–LiCl–H2O aqueous solutions at temperature 298.15 K,2004,6.5826406,0.7636578,4,"C4 · properties, synthesis, numerical",Asmaa Benbiyi,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01476,Thermodynamic properties of the mixed electrolyte systems {yMgCl2+(1−y)NaCl}(aq) and {yMgCl2+(1−y)CaCl2}(aq) at 298.15 K,2005,6.582732,0.7624535,4,"C4 · properties, synthesis, numerical",Asmaa Benbiyi,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01477,Thermodynamic properties of the system {yNH4Cl+(1−y)CsCl}(aq) at temperature 298.15 K,2004,6.587421,0.7686062,4,"C4 · properties, synthesis, numerical",Asmaa Benbiyi,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01478,Thermodynamic properties of two ternary systems {yCsCl+(1−y)LiCl}(aq) and {yCsCl+(1−y)NaCl}(aq) at temperature 298.15 K,2004,6.5883737,0.77625906,4,"C4 · properties, synthesis, numerical",Asmaa Benbiyi,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01479,Thermodynamic Study of the Activity of Cadmium Chloride in Aqueous Solutions at Various Temperatures,2023,3.550974,-2.900362,5,"C5 · molecular, corrosion, experimental",Asmaa Benbiyi,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01480,Thermoplasmonics Decontamination of Respirators Face Masks Using Silver Nanoparticles: A New Weapon in the Fight Against COVID-19 Pandemic,2022,2.4436567,-2.776949,5,"C5 · molecular, corrosion, experimental",Abdelilah Akouibaa,Laboratoire d’Ingénierie et de Matériaux
art_01481,"Theropod and ornithischian dinosaur track assemblages from Middle to ?Late Jurassic deposits of the Central High Atlas, Morocco",2022,-0.004980808,2.0896108,0,"C0 · morocco, atlas, basin",Mostafa Oukassou,"Géosciences, Géomatique et Environnement"
art_01482,"Tholeiitic volcanic rocks of the Mechraa Ben Abbou Basin (Northern Rehamna, Western Meseta, Morocco): Petrography, geochemistry and geodynamic setting",2016,-0.77609444,2.4761825,0,"C0 · morocco, atlas, basin",Mostafa Oukassou,"Géosciences, Géomatique et Environnement"
art_01483,Three-dimensional numerical simulation of material mixing observed in FSW using a mesh-free approach,2018,1.623384,-4.2570014,4,"C4 · properties, synthesis, numerical",Bouazza Braikat,Laboratoire de Physique de la Matière Condensée
art_01484,"Tide-dominated deltas responding to high-frequency sea-level changes, Pre-Messinian Rifian Corridor, Morocco",2020,-0.7039486,1.475859,7,"C7 · phosphate, properties, po4",Faouziya Haissen,"Géosciences, Géomatique et Environnement"
art_01485,Time-Domain Numerical Modeling of Pulse Propagation in Two-Dimensional Graphene with Anisotropic Conductivity,2026,1.8064462,-2.9006753,4,"C4 · properties, synthesis, numerical",Mohamed Moumou,Laboratoire de Chimie Analytique et Moléculaire
art_01486,Time-frequency analysis of GPR signal for cavities detection application,2016,-1.7395645,-4.507585,2,"C2 · model, control, data",Abdellatif Slimani,Laboratoire de Traitement de l'Information
art_01487,Time-Frequency Analysis of GPR Signal Using a Modified Hilbert Huang Approach,2015,1.512414,-3.128068,2,"C2 · model, control, data",Abdellatif Slimani,Laboratoire de Traitement de l'Information
art_01488,"Timing of Archean crust formation and cratonization in the Awsard-Tichla zone of the NW Reguibat Rise, West African Craton: A SHRIMP, Nd–Sr isotopes, and geochemical reconnaissance study",2014,-1.0585539,2.3419297,0,"C0 · morocco, atlas, basin",Faouziya Haissen,"Géosciences, Géomatique et Environnement"
art_01489,Tin electrodeposition from sulfate solution containing a benzimidazolone derivative,2016,3.7948985,-1.7828351,2,"C2 · model, control, data",Said Bakkali,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01490,Tinkercad and mBlock: Tools for Educational Robotics and Coding Learning A Case of Ghandi Primary school Morocco,2025,-2.0815053,-1.5769118,3,"C3 · learning, data, detection",Khadija Achtaich,Laboratoire d’Intelligence Artificielle et Systèmes
art_01491,Tomentosin Induces Telomere Shortening and Caspase‐Dependant Apoptosis in Cervical Cancer Cells,2016,1.1718948,0.53998977,1,"C1 · properties, water, mg",Said Gmouh,Laboratoire d’Ingénierie et de Matériaux
art_01492,Topic Modeling and Sentiment Analysis of Arabic News Headlines for a Societal Well-Being Scoring and Monitoring System: Moroccan Use Case,2025,-2.121552,-3.2124085,3,"C3 · learning, data, detection",Faouzia Benabbou; Nawal Sael,Laboratoire d’Intelligence Artificielle et Systèmes
art_01493,Topical delivery of nanoemulsions for skin cancer treatment,2023,0.6710716,-0.93778974,1,"C1 · properties, water, mg",Fouad Damiri; Mohammed Berrada,Laboratoire Biologie et Santé
art_01494,Toward a decision-making system based on artificial intelligence for precision marketing: A case study of Morocco,2024,-1.9783771,-2.8787134,3,"C3 · learning, data, detection",Mounir Sadiq,Technologie de l'Information et Modélisation
art_01495,Toward a Monitoring System Based on IoT Devices for Smart Buildings,2020,1.6802765,-1.7220418,7,"C7 · phosphate, properties, po4",Sanaa Elfilali,Laboratoire d’Intelligence Artificielle et Systèmes
art_01496,Toward gender parity in the sciences and physics in Morocco,2019,-0.93471974,-1.799164,2,"C2 · model, control, data",Soumia Mordane,Laboratoire d’Ingénierie et de Matériaux
art_01497,Toward ISO/IEC 17025 compliance: challenges and strategies for a university research laboratory,2024,-0.9259129,0.5050622,7,"C7 · phosphate, properties, po4",Soumia Belouafa,Laboratoire Biologie et Santé
art_01498,Towards a Chatbot for educational and vocational guidance in Morocco: Chatbot E-Orientation,2020,-2.6360092,-2.1837883,2,"C2 · model, control, data",Omar Zahour,Technologie de l'Information et Modélisation
art_01499,"Towards a deeper understanding of the inhibition mechanism of a new 1,2,3-triazole derivative for mild steel corrosion in the hydrochloric acid solution using coupled experimental and theoretical methods",2019,3.9871078,-3.0248873,5,"C5 · molecular, corrosion, experimental",Aziz Boutouil,Laboratoire de Chimie Physique des Matériaux Appliqués
art_01500,Towards a new ontology of the Moroccan Post-baccalaureate learner profile for the E-orientation system “MMSyOrientation”,2015,-0.6954909,1.2950696,7,"C7 · phosphate, properties, po4",Mohammed Aitdaoud,Laboratoire d’Intelligence Artificielle et Systèmes
art_01501,Towards a New Scalable Big Data System Semantic Web Applied on Mobile Learning,2020,-2.3005111,-2.8983886,3,"C3 · learning, data, detection",Abdessamad Belangour,Laboratoire d’Intelligence Artificielle et Systèmes
art_01502,Towards a system for predicting the category of educational and vocational guidance questions using bidirectional encoder representations of transformers (BERT),2020,-2.4629698,-3.6733031,3,"C3 · learning, data, detection",Omar Zahour,Technologie de l'Information et Modélisation
art_01503,"Towards a System that Predicts the Category of Educational and Vocational Guidance Questions, Utilizing Bidirectional Encoder Representations of Transformers (BERT)",2024,-2.6525176,-3.5585773,4,"C4 · properties, synthesis, numerical",Omar Zahour,Technologie de l'Information et Modélisation
art_01504,Towards an Adaptive Formative Assessment in Context-Aware Mobile Learning,2018,-2.5031502,-1.9527177,2,"C2 · model, control, data",Mohamed Talea,Laboratoire de Traitement de l'Information
art_01505,Towards an Ontology Proposal Model in Data Lake for Real-time COVID-19 Cases Prevention,2020,-2.1159039,-2.9506602,2,"C2 · model, control, data",Abdessamad Belangour,Laboratoire d’Intelligence Artificielle et Systèmes
art_01506,Towards Efficient Evaluation Of Diffusion-Based Text-To-Video Generation Using Objective Quality Metrics,2026,-1.69377,-2.7727609,3,"C3 · learning, data, detection",Sanaa Elfilali,Laboratoire d’Intelligence Artificielle et Systèmes
art_01507,Towards SDI Services for Geological Maps Data,2019,-0.9473271,0.4531751,7,"C7 · phosphate, properties, po4",Tarik Chafiq,Laboratoire de Traitement de l'Information
art_01508,Toxicity impacts on bioeconomic models of phytoplankton and zooplankton interactions,2023,0.57952595,-3.257138,4,"C4 · properties, synthesis, numerical",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_01509,Toxicological evaluation of seed-derived alkaloids from Smyrnium olusatrum L. following acute and repeated intraperitoneal administration in mice,2026,0.93337405,0.2550768,1,"C1 · properties, water, mg",Amal Elhamsaselyoubi; Driss Radallah,Laboratoire Biologie et Santé
art_01510,"Traditional medicinal plants used for rheumatoid arthritis and immune system disorders treatment in the Casablanca-Settat region, Morocco: An ethnopharmacological study",2024,1.0453717,0.26581648,1,"C1 · properties, water, mg",Amal Elhamsaselyoubi; Driss Radallah,Laboratoire Biologie et Santé
art_01511,"Traffic Congestion and Road Anomalies Detection Using CCTVs Images Processing, Challenges and Opportunities",2023,-1.1520381,0.48210552,7,"C7 · phosphate, properties, po4",Abderrahmane Daif,Technologie de l'Information et Modélisation
